95	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
96	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21
97	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11
98	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21
99	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
100	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15
101	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
102	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
103	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
104	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
105	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
106	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
107	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	24	23
108	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
109	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9
110	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9
111	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	24	23
112	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	19	18	17	16	15	14	14
113	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
114	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
115	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
116	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
117	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
118	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15
119	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
120	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13
121	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
122	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25
123	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
124	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
125	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
126	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
127	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
128	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
129	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
130	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
131	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
132	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
133	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
134	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
135	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
136	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
137	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
138	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
139	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
140	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
141	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
142	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
143	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
144	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
145	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
146	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9
147	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
148	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
149	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
150	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8
151	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8
152	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8
153	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8
154	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8
155	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
156	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
157	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
158	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
159	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
160	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
161	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
162	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
163	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
164	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
165	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
166	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
167	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
168	1	4	3	2	1	8	7	6	5	5	4	3	2	2	2	2	2	2	2	2	2	2	2
169	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
170	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	19	18	17	16	15	14	14
171	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
172	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	21	20	19	18	17
173	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	21	20	19	18	17
174	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	21	20	19	18	17
175	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
176	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9
177	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8
178	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	21	20	19	18	17
179	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25
180	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
181	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
